id,clothtype,type,price,pricerate,weight,quality,level,material,occupation,condition1,condition2,stat1,stat2,defense,magicresistence,atkdistmvsped,attackpower,attackspeed,itemgrade
3010,3,133,41895,0,10,52,0,0,0|0|0,31|80,0|0,0|0,0|0,56,26,1,0,0,4
3011,3,133,143865,0,10,60,0,0,0|0|0,31|100,0|0,38|216,0|0,71,33,1,0,0,6
3012,3,133,247815,0,10,64,0,0,0|0|0,31|100,0|0,38|256,0|0,79,37,1,0,0,6
3013,3,133,405900,0,10,76,0,0,0|0|0,31|100,0|0,38|296,0|0,105,50,1,0,0,6
3014,3,133,29970,0,10,41,0,0,0|0|0,31|100,0|0,38|126,0|0,40,18,1,0,0,3
3015,3,133,36630,0,10,43,0,0,0|0|0,31|100,0|0,38|136,0|0,43,19,1,0,0,3
3016,3,133,37665,0,10,49,0,0,0|0|0,31|100,0|0,38|166,0|0,52,24,1,0,0,4
3017,3,133,45675,0,10,50,0,0,0|0|0,31|100,0|0,38|176,0|0,56,26,1,0,0,4
3018,3,133,103725,0,10,55,0,0,0|0|0,31|100,0|0,38|202,0|0,65,30,1,0,0,5
3019,3,133,122175,0,10,58,0,0,0|0|0,31|100,0|0,38|216,0|0,70,33,1,0,0,6
3020,3,133,147780,0,10,62,0,0,0|0|0,31|100,0|0,38|236,0|0,78,37,1,0,0,6
3021,3,133,168300,0,10,64,0,0,0|0|0,31|100,0|0,38|248,0|0,83,40,1,0,0,6
3022,3,133,203265,0,10,68,0,0,0|0|0,31|100,0|0,38|266,0|0,91,43,1,0,0,6
3023,3,133,220860,0,10,70,0,0,0|0|0,31|100,0|0,38|280,0|0,96,47,1,0,0,6
3024,3,133,265770,0,10,74,0,0,0|0|0,31|100,0|0,38|300,0|0,105,51,1,0,0,6
3025,3,133,296910,0,10,76,0,0,0|0|0,31|100,0|0,38|312,0|0,111,54,1,0,0,6
3026,3,133,341865,0,10,79,0,0,0|0|0,31|100,0|0,38|328,0|0,119,58,1,0,0,6
3027,3,133,363825,0,10,82,0,0,0|0|0,31|100,0|0,38|340,0|0,125,61,1,0,0,6
3028,3,133,442620,0,10,86,0,0,0|0|0,31|100,0|0,38|364,0|0,138,68,1,0,0,6
3029,3,133,483120,0,10,88,0,0,0|0|0,31|100,0|0,38|376,0|0,144,71,1,0,0,6
3030,3,133,0,0,10,16,0,0,0|0|0,0|0,0|0,0|0,0|0,12,3,1,0,0,1
3031,3,131,2205,0,10,29,0,0,0|0|0,31|10,0|0,0|0,0|0,24,4,0,0,0,1
3032,3,131,6480,0,20,35,0,0,0|0|0,31|30,0|0,0|0,0|0,33,8,0,0,0,2
3033,3,131,15930,0,20,41,0,0,0|0|0,31|50,0|0,0|0,0|0,44,13,0,0,0,3
3034,3,131,34560,0,20,47,0,0,0|0|0,31|70,0|0,0|0,0|0,57,18,0,0,0,4
3035,3,131,68490,0,20,53,0,0,0|0|0,31|90,0|0,0|0,0|0,72,24,0,0,0,5
3036,3,131,123975,0,20,59,0,0,0|0|0,31|100,0|0,0|0,0|0,88,31,0,0,0,6
3037,3,131,217890,0,20,59,0,0,0|0|0,31|100,0|0,0|0,0|0,92,33,0,0,0,6
3038,3,131,267255,0,20,71,0,0,0|0|0,31|100,0|0,0|0,0|0,127,48,0,0,0,0
3039,3,131,338535,0,20,77,0,0,0|0|0,31|100,0|0,0|0,0|0,149,57,0,0,0,0
3040,3,131,415035,0,20,83,0,0,0|0|0,31|100,0|0,0|0,0|0,173,67,0,0,0,0
3041,3,131,488835,0,20,89,0,0,0|0|0,31|100,0|0,0|0,0|0,199,78,0,0,0,0
3042,3,131,1044855,0,20,95,0,0,0|0|0,31|100,0|0,0|0,0|0,227,90,0,0,0,0
3043,3,131,1233090,0,20,101,0,0,0|0|0,31|100,0|0,0|0,0|0,256,103,0,0,0,0
3044,3,131,1429245,0,20,107,0,0,0|0|0,31|100,0|0,0|0,0|0,288,116,0,0,0,0
3045,3,131,1596330,0,20,113,0,0,0|0|0,31|100,0|0,0|0,0|0,321,130,0,0,0,0
3046,3,131,2973645,0,20,119,0,0,0|0|0,31|100,0|0,0|0,0|0,356,145,0,0,0,0
3047,3,131,3356460,0,20,125,0,0,0|0|0,31|100,0|0,0|0,0|0,393,161,0,0,0,0
3048,3,131,3696660,0,20,131,0,0,0|0|0,31|100,0|0,0|0,0|0,431,178,0,0,0,0
3049,3,131,3978180,0,20,137,0,0,0|0|0,31|100,0|0,0|0,0|0,472,195,0,0,0,0
3061,3,132,2970,0,10,31,0,0,0|0|0,31|10,0|0,39|30,0|0,20,10,1,0,0,1
3062,3,132,8505,0,10,38,0,0,0|0|0,31|30,0|0,39|50,0|0,27,15,1,0,0,2
3063,3,132,19350,0,10,45,0,0,0|0|0,31|50,0|0,39|70,0|0,35,22,1,0,0,3
3064,3,132,38385,0,10,51,0,0,0|0|0,31|70,0|0,39|90,0|0,45,30,1,0,0,4
3065,3,132,71370,0,20,58,0,0,0|0|0,31|90,0|0,39|110,0|0,56,39,1,0,0,5
3066,3,132,123615,0,20,64,0,0,0|0|0,31|100,0|0,39|130,0|0,69,49,1,0,0,6
3067,3,132,206685,0,20,64,0,0,0|0|0,31|100,0|0,39|140,0|0,71,51,1,0,0,6
3068,3,132,254430,0,20,78,0,0,0|0|0,31|100,0|0,39|170,0|0,98,73,1,0,0,0
3069,3,132,326160,0,20,84,0,0,0|0|0,31|100,0|0,39|190,0|0,115,86,1,0,0,0
3070,3,132,405540,0,20,91,0,0,0|0|0,31|100,0|0,39|210,0|0,133,101,1,0,0,0
3071,3,132,484830,0,20,97,0,0,0|0|0,31|100,0|0,39|230,0|0,152,116,1,0,0,0
3072,3,132,867555,0,20,104,0,0,0|0|0,31|100,0|0,39|250,0|0,173,133,1,0,0,0
3073,3,132,1032705,0,20,111,0,0,0|0|0,31|100,0|0,39|270,0|0,195,151,1,0,0,0
3074,3,132,1204110,0,20,117,0,0,0|0|0,31|100,0|0,39|290,0|0,219,170,1,0,0,0
3075,3,132,1363455,0,20,124,0,0,0|0|0,31|100,0|0,39|310,0|0,244,190,1,0,0,0
3076,3,132,2349000,0,20,130,0,0,0|0|0,31|100,0|0,39|330,0|0,271,211,1,0,0,0
3077,3,132,2662200,0,20,137,0,0,0|0|0,31|100,0|0,39|350,0|0,298,234,1,0,0,0
3078,3,132,2971530,0,20,144,0,0,0|0|0,31|100,0|0,39|370,0|0,328,257,1,0,0,0
3079,3,132,3229695,0,20,150,0,0,0|0|0,31|100,0|0,39|390,0|0,358,282,1,0,0,0
3091,3,131,2835,0,15,33,0,0,0|0|0,31|10,0|0,0|0,0|0,23,5,1,0,0,1
3092,3,131,7740,0,15,40,0,0,0|0|0,31|30,0|0,0|0,0|0,31,10,1,0,0,2
3093,3,131,18270,0,15,47,0,0,0|0|0,31|50,0|0,0|0,0|0,41,15,1,0,0,3
3094,3,131,39195,0,15,54,0,0,0|0|0,31|70,0|0,0|0,0|0,53,22,1,0,0,4
3095,3,131,77175,0,20,61,0,0,0|0|0,31|90,0|0,0|0,0|0,67,29,1,0,0,5
3096,3,131,139005,0,20,67,0,0,0|0|0,31|100,0|0,0|0,0|0,83,37,0,0,0,6
3097,3,131,235575,0,20,67,0,0,0|0|0,31|100,0|0,0|0,0|0,86,39,0,0,0,6
3098,3,131,273015,0,20,81,0,0,0|0|0,31|100,0|0,0|0,0|0,118,57,0,0,0,0
3099,3,131,353700,0,20,88,0,0,0|0|0,31|100,0|0,0|0,0|0,139,68,0,0,0,0
3100,3,131,438930,0,20,95,0,0,0|0|0,31|100,0|0,0|0,0|0,161,81,0,0,0,0
3101,3,131,524205,0,20,101,0,0,0|0|0,31|100,0|0,0|0,0|0,185,94,0,0,0,0
3102,3,131,1003635,0,20,108,0,0,0|0|0,31|100,0|0,0|0,0|0,210,108,0,0,0,0
3103,3,131,1194615,0,20,115,0,0,0|0|0,31|100,0|0,0|0,0|0,237,123,0,0,0,0
3104,3,131,1386900,0,20,122,0,0,0|0|0,31|100,0|0,0|0,0|0,266,139,0,0,0,0
3105,3,131,1571940,0,20,129,0,0,0|0|0,31|100,0|0,0|0,0|0,297,156,0,0,0,0
3106,3,131,2845980,0,20,135,0,0,0|0|0,31|100,0|0,0|0,0|0,329,174,0,0,0,0
3107,3,131,3233115,0,20,142,0,0,0|0|0,31|100,0|0,0|0,0|0,363,193,0,0,0,0
3108,3,131,3606570,0,20,149,0,0,0|0|0,31|100,0|0,0|0,0|0,399,213,0,0,0,0
3109,3,131,3898485,0,20,156,0,0,0|0|0,31|100,0|0,0|0,0|0,436,234,0,0,0,0
3121,3,133,3285,0,15,35,0,0,0|0|0,31|10,0|0,0|0,0|0,23,7,1,0,0,1
3122,3,133,8550,0,15,42,0,0,0|0|0,31|30,0|0,0|0,0|0,31,11,1,0,0,2
3123,3,133,19125,0,15,48,0,0,0|0|0,31|50,0|0,0|0,0|0,41,16,1,0,0,3
3124,3,133,39195,0,15,54,0,0,0|0|0,31|70,0|0,0|0,0|0,53,22,1,0,0,4
3125,3,133,75150,0,20,61,0,0,0|0|0,31|90,0|0,0|0,0|0,66,29,1,0,0,5
3126,3,133,130275,0,20,67,0,0,0|0|0,31|100,0|0,0|0,0|0,80,37,1,0,0,6
3127,3,133,222210,0,20,67,0,0,0|0|0,31|100,0|0,0|0,0|0,83,39,1,0,0,6
3128,3,133,265950,0,20,80,0,0,0|0|0,31|100,0|0,0|0,0|0,114,55,1,0,0,0
3129,3,133,322245,0,20,86,0,0,0|0|0,31|100,0|0,0|0,0|0,133,66,1,0,0,0
3130,3,133,397980,0,20,93,0,0,0|0|0,31|100,0|0,0|0,0|0,154,77,1,0,0,0
3131,3,133,475155,0,20,99,0,0,0|0|0,31|100,0|0,0|0,0|0,177,89,1,0,0,0
3132,3,133,1001025,0,20,106,0,0,0|0|0,31|100,0|0,0|0,0|0,201,102,1,0,0,0
3133,3,133,1197720,0,20,112,0,0,0|0|0,31|100,0|0,0|0,0|0,227,116,1,0,0,0
3134,3,133,1242495,0,20,118,0,0,0|0|0,31|100,0|0,0|0,0|0,254,131,1,0,0,0
3135,3,133,1389960,0,20,125,0,0,0|0|0,31|100,0|0,0|0,0|0,282,147,1,0,0,0
3136,3,133,2788875,0,20,131,0,0,0|0|0,31|100,0|0,0|0,0|0,313,164,1,0,0,0
3137,3,133,3192345,0,20,138,0,0,0|0|0,31|100,0|0,0|0,0|0,345,181,1,0,0,0
3138,3,133,3159630,0,20,144,0,0,0|0|0,31|100,0|0,0|0,0|0,378,199,1,0,0,0
3139,3,133,3422880,0,20,150,0,0,0|0|0,31|100,0|0,0|0,0|0,413,219,1,0,0,0
3151,3,133,0,0,5,50,0,0,0|0|0,0|0,0|0,0|0,0|0,20,20,1,0,0,0
3152,3,133,2700,0,10,24,0,0,0|0|0,31|10,0|0,38|100,39|100,20,10,1,0,0,0
3153,3,133,2700,0,10,30,0,0,0|0|0,31|15,0|0,14|5,0|0,18,15,1,0,0,0
3154,3,133,2250,0,10,26,0,0,0|0|0,31|14,0|0,38|30,0|0,20,9,1,0,0,0
3155,3,133,3000,0,2,20,0,0,0|0|0,31|1,0|0,0|0,0|0,4,0,2,0,0,0
3156,3,133,3000,0,2,20,0,0,0|0|0,31|1,0|0,0|0,0|0,4,0,2,0,0,0
3157,3,133,3000,0,2,20,0,0,0|0|0,31|1,0|0,0|0,0|0,4,0,2,0,0,0
3160,3,133,3000,0,2,20,0,0,0|0|0,31|1,0|0,0|0,0|0,4,0,2,0,0,0
3161,3,133,3000,0,2,20,0,0,0|0|0,31|1,0|0,0|0,0|0,4,0,2,0,0,0
3163,3,133,3000,0,2,20,0,0,0|0|0,31|1,0|0,14|70,0|0,20,20,2,0,0,0
3164,3,133,3000,0,2,20,0,0,0|0|0,0|0,0|0,0|0,0|0,4,0,2,0,0,0
3169,3,133,3000,0,2,20,0,0,0|0|0,0|0,0|0,0|0,0|0,4,0,2,0,0,0
3170,3,133,3000,0,2,20,0,0,0|0|0,0|0,0|0,0|0,0|0,10,1,2,0,0,0
3171,3,133,3000,0,2,20,0,0,0|0|0,0|0,0|0,0|0,0|0,10,1,2,0,0,0
3172,3,133,3000,0,2,20,0,0,0|0|0,0|0,0|0,0|0,0|0,10,1,2,0,0,0
3173,3,133,3000,0,2,20,0,0,0|0|0,0|0,0|0,0|0,0|0,10,1,2,0,0,0
3174,3,133,3000,0,2,20,0,0,0|0|0,0|0,0|0,0|0,0|0,10,1,2,0,0,0
3201,3,133,600,0,10,28,0,0,0|0|0,31|2,0|0,0|0,24|6,20,9,1,0,0,1
3202,3,133,800,0,10,29,0,0,0|0|0,31|5,0|0,0|0,24|6,21,10,1,0,0,1
3203,3,133,800,0,10,29,0,0,0|0|0,31|5,0|0,0|0,38|32,21,10,1,0,0,1
3204,3,133,2000,0,10,33,0,0,0|0|0,31|15,0|0,0|0,38|45,25,12,1,0,0,1
3205,3,133,2000,0,10,33,0,0,0|0|0,31|15,0|0,0|0,39|15,25,12,1,0,0,1
3206,3,133,2000,0,10,33,0,0,0|0|0,31|15,0|0,0|0,26|6,25,12,1,0,0,1
3207,3,133,7300,0,10,41,0,0,0|0|0,31|35,0|0,0|0,38|98,35,18,1,0,0,2
3208,3,133,7300,0,10,41,0,0,0|0|0,31|35,0|0,0|0,39|31,35,18,1,0,0,2
3209,3,133,7300,0,10,41,0,0,0|0|0,31|35,0|0,0|0,26|9,35,18,1,0,0,2
3210,3,133,20400,0,10,49,0,0,0|0|0,31|55,0|0,0|0,38|158,48,23,1,0,0,3
3211,3,133,20400,0,10,49,0,0,0|0|0,31|55,0|0,0|0,39|44,48,23,1,0,0,3
3212,3,133,20400,0,10,49,0,0,0|0|0,31|55,0|0,0|0,26|12,48,23,1,0,0,3
3213,3,133,46550,0,10,57,0,0,0|0|0,31|75,0|0,0|0,38|225,62,31,1,0,0,4
3214,3,133,46550,0,10,57,0,0,0|0|0,31|75,0|0,0|0,39|57,62,31,1,0,0,4
3215,3,133,46550,0,10,57,0,0,0|0|0,31|75,0|0,0|0,26|15,62,31,1,0,0,4
3216,3,133,159850,0,10,65,0,0,0|0|0,31|95,0|0,38|216,38|308,78,39,1,0,0,6
3217,3,133,159850,0,10,65,0,0,0|0|0,31|95,0|0,38|216,39|71,78,39,1,0,0,6
3218,3,133,159850,0,10,65,0,0,0|0|0,31|95,0|0,38|216,26|18,78,39,1,0,0,6
3219,3,133,275350,0,10,73,0,0,0|0|0,31|100,0|0,38|256,38|0,94,47,1,0,0,6
3220,3,133,275350,0,10,73,0,0,0|0|0,31|100,0|0,38|256,39|0,94,47,1,0,0,6
3221,3,133,275350,0,10,73,0,0,0|0|0,31|100,0|0,38|256,24|0,94,47,1,0,0,6
3222,3,133,451000,0,10,81,0,0,0|0|0,31|100,0|0,38|296,38|0,113,57,1,0,0,6
3223,3,133,451000,0,10,81,0,0,0|0|0,31|100,0|0,38|296,39|0,113,57,1,0,0,6
3224,3,133,451000,0,10,81,0,0,0|0|0,31|100,0|0,38|296,24|0,113,57,1,0,0,6
3225,3,133,33300,0,10,46,0,0,0|0|0,31|50,0|0,38|126,38|143,45,22,1,0,0,3
3226,3,133,33300,0,10,46,0,0,0|0|0,31|50,0|0,38|126,39|41,45,22,1,0,0,3
3227,3,133,33300,0,10,46,0,0,0|0|0,31|50,0|0,38|126,26|11,45,22,1,0,0,3
3228,3,133,40700,0,10,48,0,0,0|0|0,31|55,0|0,38|136,38|158,48,23,1,0,0,3
3229,3,133,40700,0,10,48,0,0,0|0|0,31|55,0|0,38|136,39|44,48,23,1,0,0,3
3230,3,133,40700,0,10,48,0,0,0|0|0,31|55,0|0,38|136,26|12,48,23,1,0,0,3
3231,3,133,40700,0,10,48,0,0,0|0|0,31|55,0|0,38|136,24|6,48,23,1,0,0,3
3232,3,133,41850,0,10,54,0,0,0|0|0,31|70,0|0,38|166,38|210,58,29,1,0,0,4
3233,3,133,41850,0,10,54,0,0,0|0|0,31|70,0|0,38|166,39|53,58,29,1,0,0,4
3234,3,133,41850,0,10,54,0,0,0|0|0,31|70,0|0,38|166,26|14,58,29,1,0,0,4
3235,3,133,41850,0,10,54,0,0,0|0|0,31|70,0|0,38|166,24|6,58,29,1,0,0,4
3236,3,133,50750,0,10,55,0,0,0|0|0,31|75,0|0,38|176,38|225,62,31,1,0,0,4
3237,3,133,50750,0,10,55,0,0,0|0|0,31|75,0|0,38|176,39|57,62,31,1,0,0,4
3238,3,133,50750,0,10,55,0,0,0|0|0,31|75,0|0,38|176,26|15,62,31,1,0,0,4
3239,3,133,50750,0,10,55,0,0,0|0|0,31|75,0|0,38|176,24|6,62,31,1,0,0,4
3268,3,133,329900,0,10,81,0,0,0|0|0,31|100,0|0,38|312,0|0,119,61,1,0,0,6
3269,3,133,329900,0,10,81,0,0,0|0|0,31|100,0|0,38|312,0|0,119,61,1,0,0,6
3270,3,133,329900,0,10,81,0,0,0|0|0,31|100,0|0,38|312,0|0,119,61,1,0,0,6
3271,3,133,329900,0,10,81,0,0,0|0|0,31|100,0|0,38|312,0|0,119,61,1,0,0,6
3288,3,133,0,0,10,21,0,0,0|0|0,31|1,0|0,0|0,0|0,15,6,1,0,0,1
3289,3,133,0,0,10,21,0,0,0|0|0,31|1,0|0,0|0,0|0,15,6,1,0,0,1
3290,3,133,0,0,10,21,0,0,0|0|0,31|1,0|0,0|0,0|0,15,6,1,0,0,1
3291,3,133,0,0,10,21,0,0,0|0|0,31|3,0|0,0|0,0|0,15,6,1,0,0,1
3292,3,133,0,0,10,21,0,0,0|0|0,31|1,0|0,0|0,0|0,15,6,1,0,0,1
3293,3,133,0,0,10,21,0,0,0|0|0,31|1,0|0,0|0,0|0,15,6,1,0,0,1
3294,3,133,0,0,10,21,0,0,0|0|0,31|1,0|0,0|0,0|0,15,6,1,0,0,1
3295,3,133,0,0,10,21,0,0,0|0|0,31|1,0|0,0|0,0|0,15,6,1,0,0,1
3296,3,133,0,0,10,21,0,0,0|0|0,31|1,0|0,0|0,0|0,15,6,1,0,0,1
3297,3,133,0,0,10,21,0,0,0|0|0,31|1,0|0,0|0,0|0,15,6,1,0,0,1
3298,3,133,0,0,10,21,0,0,0|0|0,31|1,0|0,0|0,0|0,15,6,1,0,0,1
3299,3,133,0,0,10,21,0,0,0|0|0,31|1,0|0,0|0,0|0,15,6,1,0,0,1
3300,3,133,0,0,10,21,0,0,0|0|0,31|1,0|0,0|0,0|0,15,6,1,0,0,1
3301,3,131,2450,0,10,34,0,0,0|0|0,31|10,0|0,0|0,28|2,27,7,0,0,0,1
3302,3,131,2450,0,10,34,0,0,0|0|0,31|10,0|0,0|0,38|45,27,7,0,0,0,1
3303,3,131,2450,0,10,34,0,0,0|0|0,31|10,0|0,0|0,39|15,27,7,0,0,0,1
3304,3,131,2450,0,10,34,0,0,0|0|0,31|10,0|0,0|0,24|6,27,7,0,0,0,1
3305,3,131,2450,0,10,34,0,0,0|0|0,31|10,0|0,0|0,26|6,27,7,0,0,0,1
3306,3,131,2450,0,10,34,0,0,0|0|0,31|10,0|0,0|0,11|4,27,7,0,0,0,1
3307,3,131,7200,0,20,40,0,0,0|0|0,31|25,0|0,0|0,28|2,37,11,0,0,0,2
3308,3,131,7200,0,20,40,0,0,0|0|0,31|25,0|0,0|0,38|68,37,11,0,0,0,2
3309,3,131,7200,0,20,40,0,0,0|0|0,31|25,0|0,0|0,39|25,37,11,0,0,0,2
3310,3,131,7200,0,20,40,0,0,0|0|0,31|25,0|0,0|0,24|6,37,11,0,0,0,2
3311,3,131,7200,0,20,40,0,0,0|0|0,31|25,0|0,0|0,26|8,37,11,0,0,0,2
3312,3,131,7200,0,20,40,0,0,0|0|0,31|25,0|0,0|0,11|5,37,11,0,0,0,2
3313,3,131,7200,0,20,40,0,0,0|0|0,31|20,0|0,0|0,0|0,37,11,0,0,0,2
3314,3,131,17700,0,20,46,0,0,0|0|0,31|45,0|0,0|0,28|4,49,17,0,0,0,3
3315,3,131,17700,0,20,46,0,0,0|0|0,31|45,0|0,0|0,38|128,49,17,0,0,0,3
3316,3,131,17700,0,20,46,0,0,0|0|0,31|45,0|0,0|0,39|38,49,17,0,0,0,3
3317,3,131,17700,0,20,46,0,0,0|0|0,31|45,0|0,0|0,24|6,49,17,0,0,0,3
3318,3,131,17700,0,20,46,0,0,0|0|0,31|45,0|0,0|0,26|11,49,17,0,0,0,3
3319,3,131,17700,0,20,46,0,0,0|0|0,31|45,0|0,0|0,11|6,49,17,0,0,0,3
3320,3,131,17700,0,20,46,0,0,0|0|0,31|40,0|0,0|0,0|0,48,17,0,0,0,3
3321,3,131,38400,0,20,52,0,0,0|0|0,31|65,0|0,0|0,28|5,62,23,0,0,0,4
3322,3,131,38400,0,20,52,0,0,0|0|0,31|65,0|0,0|0,38|195,62,23,0,0,0,4
3323,3,131,38400,0,20,52,0,0,0|0|0,31|65,0|0,0|0,39|50,62,23,0,0,0,4
3324,3,131,38400,0,20,52,0,0,0|0|0,31|65,0|0,0|0,24|6,62,23,0,0,0,4
3325,3,131,38400,0,20,52,0,0,0|0|0,31|65,0|0,0|0,26|14,62,23,0,0,0,4
3326,3,131,38400,0,20,52,0,0,0|0|0,31|65,0|0,0|0,11|8,62,23,0,0,0,4
3327,3,131,38400,0,20,52,0,0,0|0|0,31|60,0|0,0|0,0|0,62,22,0,0,0,4
3328,3,131,76100,0,20,58,0,0,0|0|0,31|85,0|0,0|0,28|7,78,29,0,0,0,5
3329,3,131,76100,0,20,58,0,0,0|0|0,31|85,0|0,0|0,38|270,78,29,0,0,0,5
3330,3,131,76100,0,20,58,0,0,0|0|0,31|85,0|0,0|0,39|64,78,29,0,0,0,5
3331,3,131,76100,0,20,58,0,0,0|0|0,31|85,0|0,0|0,24|6,78,29,0,0,0,5
3332,3,131,76100,0,20,58,0,0,0|0|0,31|85,0|0,0|0,26|17,78,29,0,0,0,5
3333,3,131,76100,0,20,58,0,0,0|0|0,31|85,0|0,0|0,11|11,78,29,0,0,0,5
3334,3,131,76100,0,20,58,0,0,0|0|0,31|80,0|0,0|0,0|0,78,29,0,0,0,5
3335,3,131,137750,0,20,64,0,0,0|0|0,31|100,0|0,0|0,28|8,95,37,0,0,0,6
3336,3,131,137750,0,20,64,0,0,0|0|0,31|100,0|0,0|0,38|345,95,37,0,0,0,6
3337,3,131,137750,0,20,64,0,0,0|0|0,31|100,0|0,0|0,39|77,95,37,0,0,0,6
3338,3,131,137750,0,20,64,0,0,0|0|0,31|100,0|0,0|0,24|6,95,37,0,0,0,6
3339,3,131,137750,0,20,64,0,0,0|0|0,31|100,0|0,0|0,26|20,95,37,0,0,0,6
3340,3,131,137750,0,20,64,0,0,0|0|0,31|100,0|0,0|0,11|14,95,37,0,0,0,6
3341,3,131,137750,0,20,64,0,0,0|0|0,31|100,0|0,0|0,0|0,95,37,0,0,0,6
3342,3,131,242100,0,20,70,0,0,0|0|0,31|100,0|0,0|0,28|10,115,46,0,0,0,6
3343,3,131,242100,0,20,70,0,0,0|0|0,31|100,0|0,0|0,38|420,115,46,0,0,0,6
3344,3,131,242100,0,20,70,0,0,0|0|0,31|100,0|0,0|0,39|91,115,46,0,0,0,6
3345,3,131,242100,0,20,70,0,0,0|0|0,31|100,0|0,0|0,24|6,115,46,0,0,0,6
3346,3,131,242100,0,20,70,0,0,0|0|0,31|100,0|0,0|0,26|23,115,46,0,0,0,6
3347,3,131,242100,0,20,70,0,0,0|0|0,31|100,0|0,0|0,11|17,115,46,0,0,0,6
3348,3,131,242100,0,20,70,0,0,0|0|0,31|100,0|0,0|0,0|0,115,45,0,0,0,6
3349,3,131,601800,0,20,81,0,0,51|0|0,31|162,0|0,24|2,0|0,167,60,0,0,0,7
3350,3,131,601800,0,20,81,0,0,51|0|0,31|165,0|0,38|160,0|0,167,60,0,0,0,7
3398,3,131,20709,0,20,41,0,0,0|0|0,31|50,0|0,23|9,38|154,44,13,0,0,0,1
3399,3,131,44928,0,20,47,0,0,0|0|0,31|70,0|0,23|12,38|234,57,18,0,0,0,1
3400,3,131,89037,0,20,53,0,0,0|0|0,31|90,0|0,23|15,38|324,72,24,0,0,0,1
3401,3,132,3300,0,10,36,0,0,0|0|0,31|10,0|0,39|30,28|2,23,13,1,0,0,1
3402,3,132,3300,0,10,36,0,0,0|0|0,31|10,0|0,39|30,38|45,23,13,1,0,0,1
3403,3,132,3300,0,10,36,0,0,0|0|0,31|10,0|0,39|30,39|15,23,13,1,0,0,1
3404,3,132,3300,0,10,36,0,0,0|0|0,31|10,0|0,39|30,24|6,23,13,1,0,0,1
3405,3,132,3300,0,10,36,0,0,0|0|0,31|10,0|0,39|30,26|6,23,13,1,0,0,1
3406,3,132,3300,0,10,36,0,0,0|0|0,31|10,0|0,39|30,11|4,23,13,1,0,0,1
3407,3,132,9450,0,10,43,0,0,0|0|0,31|25,0|0,39|50,28|2,31,18,1,0,0,2
3408,3,132,9450,0,10,43,0,0,0|0|0,31|25,0|0,39|50,38|68,31,18,1,0,0,2
3409,3,132,9450,0,10,43,0,0,0|0|0,31|25,0|0,39|50,39|25,31,18,1,0,0,2
3410,3,132,9450,0,10,43,0,0,0|0|0,31|25,0|0,39|50,24|6,31,18,1,0,0,2
3411,3,132,9450,0,10,43,0,0,0|0|0,31|25,0|0,39|50,26|8,31,18,1,0,0,2
3412,3,132,9450,0,10,43,0,0,0|0|0,31|25,0|0,39|50,11|5,31,18,1,0,0,2
3413,3,132,9450,0,10,43,0,0,0|0|0,31|20,0|0,39|50,0|0,31,18,1,0,0,2
3414,3,132,21500,0,10,50,0,0,0|0|0,31|45,0|0,39|70,28|4,40,26,1,0,0,3
3415,3,132,21500,0,10,50,0,0,0|0|0,31|45,0|0,39|70,38|128,40,26,1,0,0,3
3416,3,132,21500,0,10,50,0,0,0|0|0,31|45,0|0,39|70,39|38,40,26,1,0,0,3
3417,3,132,21500,0,10,50,0,0,0|0|0,31|45,0|0,39|70,24|6,40,26,1,0,0,3
3418,3,132,21500,0,10,50,0,0,0|0|0,31|45,0|0,39|70,26|11,40,26,1,0,0,3
3419,3,132,21500,0,10,50,0,0,0|0|0,31|45,0|0,39|70,11|6,40,26,1,0,0,3
3420,3,132,21500,0,10,50,0,0,0|0|0,31|40,0|0,39|70,0|0,39,26,1,0,0,3
3421,3,132,42650,0,10,56,0,0,0|0|0,31|65,0|0,39|90,28|5,50,35,1,0,0,4
3422,3,132,42650,0,10,56,0,0,0|0|0,31|65,0|0,39|90,38|195,50,35,1,0,0,4
3423,3,132,42650,0,10,56,0,0,0|0|0,31|65,0|0,39|90,39|50,50,35,1,0,0,4
3424,3,132,42650,0,10,56,0,0,0|0|0,31|65,0|0,39|90,24|6,50,35,1,0,0,4
3425,3,132,42650,0,10,56,0,0,0|0|0,31|65,0|0,39|90,26|14,50,35,1,0,0,4
3426,3,132,42650,0,10,56,0,0,0|0|0,31|65,0|0,39|90,11|8,50,35,1,0,0,4
3427,3,132,42650,0,10,56,0,0,0|0|0,31|60,0|0,39|90,0|0,50,34,1,0,0,4
3428,3,132,79300,0,20,63,0,0,0|0|0,31|85,0|0,39|110,28|7,62,44,1,0,0,5
3429,3,132,79300,0,20,63,0,0,0|0|0,31|85,0|0,39|110,38|270,62,44,1,0,0,5
3430,3,132,79300,0,20,63,0,0,0|0|0,31|85,0|0,39|110,39|64,62,44,1,0,0,5
3431,3,132,79300,0,20,63,0,0,0|0|0,31|85,0|0,39|110,24|6,62,44,1,0,0,5
3432,3,132,79300,0,20,63,0,0,0|0|0,31|85,0|0,39|110,26|17,62,44,1,0,0,5
3433,3,132,79300,0,20,63,0,0,0|0|0,31|85,0|0,39|110,11|11,62,44,1,0,0,5
3434,3,132,79300,0,20,63,0,0,0|0|0,31|80,0|0,39|110,0|0,62,44,1,0,0,5
