id,life,walkspeed,runspeed,drivespeed,weapon,subweapon,level,hp,attackpower,hitrate,defense,magicdefense,dodge,attackspeed,AI,exp,dropid,money,item,tab1,tab2,tab3,specialtab,attackdistance,aggresive,shp
382,0,300,1100,285,0,0,125,220,727,276,625,453,194,110,337,2030,437,0,60,0,0,0,0,250,11,850
383,0,300,1100,300,0,0,135,226,793,298,690,502,211,120,338,2147,451,0,60,0,0,0,0,250,11,850
384,0,230,700,150,1079,0,92,30,386,207,228,242,138,100,149,68,0,0,0,0,0,0,0,1350,7,400
385,0,250,700,150,1079,0,107,35,455,237,274,295,163,105,149,76,0,0,0,0,0,0,0,1400,7,400
386,0,280,700,150,1079,0,117,36,503,258,307,332,180,110,149,82,0,0,0,0,0,0,0,1500,7,400
387,0,280,700,150,1079,0,127,37,551,280,340,370,197,110,149,87,0,0,0,0,0,0,0,1500,7,400
388,0,280,700,190,1079,0,135,38,590,298,368,402,211,110,272,92,279,0,60,0,0,0,0,1500,7,390
389,0,280,670,165,0,0,112,36,580,248,290,209,171,125,123,83,358,0,60,0,0,0,0,200,4,0
390,0,300,710,180,0,0,117,36,609,258,307,221,180,130,123,86,359,0,60,0,0,0,0,200,4,0
391,0,220,550,180,1008,0,99,34,506,221,250,178,150,110,124,72,454,0,60,0,0,0,0,250,4,0
392,0,225,560,190,1008,304,105,42,533,233,402,288,160,110,126,97,455,0,60,0,0,0,0,250,8,0
393,0,275,640,200,1092,0,110,36,568,244,284,204,168,100,130,81,456,0,60,0,0,0,0,1500,4,400
394,0,290,670,225,1036,0,112,43,573,248,436,313,171,120,132,108,457,0,60,0,0,0,0,250,8,400
395,0,300,710,370,1055,0,145,448,860,536,1173,529,219,110,270,7718,277,0,60,0,0,0,0,250,10,600
396,0,300,710,430,1055,0,155,609,929,569,1319,571,235,110,270,10801,278,0,60,0,0,0,0,250,10,700
397,0,250,700,140,338,0,124,29,536,286,589,475,192,105,271,124,282,0,60,0,0,0,0,600,7,430
398,0,0,0,0,0,0,88,223,464,277,396,186,134,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,88,243,485,315,434,221,151,0,0,0,0,0,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,88,262,539,334,460,248,172,0,0,0,0,0,0,0,0,0,0,0,0,0
401,0,220,650,260,167,0,47,83,257,124,202,134,72,110,71,16,301,0,60,0,0,0,0,350,10,0
402,0,260,670,330,138,0,66,118,364,157,291,200,99,110,72,21,302,0,60,0,0,0,0,350,10,0
403,0,240,450,350,1075,0,60,105,330,146,262,178,90,120,73,20,303,0,60,0,0,0,0,1500,10,700
404,0,230,680,350,105,0,70,127,387,165,311,215,105,120,67,22,304,0,60,0,0,0,0,350,10,0
405,0,260,720,340,0,0,80,151,446,183,363,254,120,110,74,25,305,0,60,0,0,0,0,250,10,0
406,0,260,700,380,0,0,76,142,423,176,342,238,114,120,75,24,306,0,60,0,0,0,0,250,10,0
407,0,200,700,400,134,6,85,164,476,193,389,274,127,120,68,27,307,0,60,0,0,0,0,350,10,0
408,0,300,500,460,1084,0,95,190,537,213,445,316,143,100,76,29,308,0,60,0,0,0,0,1200,10,0
409,0,300,700,390,0,0,100,204,568,223,474,338,151,120,77,31,309,0,60,0,0,0,0,250,10,0
410,0,300,720,400,175,0,110,210,631,244,533,382,168,120,78,34,310,0,60,0,0,0,0,300,10,0
412,0,400,1000,70,0,0,110,290,661,394,0,302,211,120,78,2491,310,0,60,0,0,0,0,300,10,0
413,0,400,1000,70,0,0,110,290,661,394,0,302,211,120,78,2491,310,0,60,0,0,0,0,300,10,0
414,0,400,1000,70,0,0,110,290,661,394,0,302,211,120,78,2491,310,0,60,0,0,0,0,300,10,0
415,0,400,750,350,1003,302,110,290,661,394,0,302,211,120,78,2491,310,0,60,0,0,0,0,300,10,0
416,0,400,800,350,135,0,110,290,661,394,0,302,211,120,78,2491,310,0,60,0,0,0,0,300,10,0
417,0,400,850,350,0,0,110,290,661,394,0,302,211,120,78,2491,310,0,60,0,0,0,0,300,10,0
418,0,400,1000,250,0,0,110,290,661,394,0,302,211,120,78,2491,310,0,60,0,0,0,0,300,10,0
419,0,400,1000,300,1032,0,110,290,661,394,0,302,211,120,78,2491,310,0,60,0,0,0,0,300,10,0
420,0,400,1000,300,0,0,110,290,661,394,0,302,211,120,78,2491,310,0,60,0,0,0,0,300,10,0
421,0,450,1000,350,0,0,110,290,661,394,0,302,211,120,78,2491,310,0,60,0,0,0,0,300,10,0
422,0,450,1000,400,1116,0,110,290,661,394,0,302,211,120,78,2491,310,0,60,0,0,0,0,300,10,0
423,0,450,1000,450,0,0,110,290,661,394,0,302,211,120,78,2491,310,0,60,0,0,0,0,300,10,0
431,0,0,0,200,0,0,85,383,320,300,320,450,90,130,251,0,0,0,60,0,0,0,0,800,0,710
432,0,0,0,200,0,0,83,332,280,300,280,400,70,130,252,0,0,0,60,0,0,0,0,800,0,710
433,0,0,0,200,0,0,85,340,260,300,330,430,80,130,253,0,0,0,60,0,0,0,0,800,0,710
435,0,280,700,85,0,0,95,32,458,200,348,215,143,100,360,88,459,20,53,0,0,0,0,300,3,0
436,0,280,700,90,0,0,97,33,495,245,437,161,105,100,361,81,460,20,54,0,0,0,0,300,4,0
437,0,280,850,120,0,0,99,41,500,243,437,171,158,100,361,116,461,20,56,0,0,0,0,300,8,0
438,0,320,1000,280,0,0,118,216,682,330,873,357,154,120,362,1615,462,0,70,0,0,0,0,400,11,0
439,0,200,700,120,0,0,101,35,490,211,476,233,153,100,363,104,463,20,58,0,0,0,0,300,3,0
440,0,200,800,120,0,0,103,42,522,252,585,181,165,100,9,137,464,20,61,0,0,0,0,300,8,0
441,0,350,1000,280,0,0,120,217,695,336,897,364,157,130,363,1756,465,0,70,0,0,0,0,400,11,0
442,0,300,700,105,0,0,105,35,511,219,508,245,160,100,364,113,466,20,56,0,0,0,0,300,3,230
443,0,300,750,105,0,0,107,35,551,267,638,184,118,100,365,103,467,20,60,0,0,0,0,300,4,230
444,0,350,900,175,0,0,109,43,556,266,641,195,175,100,364,158,468,20,63,0,0,0,0,300,8,400
445,0,350,1000,280,0,0,124,219,721,346,947,379,163,130,366,1809,469,0,70,0,0,0,0,400,11,600
446,0,400,900,105,0,0,111,36,544,231,557,263,170,100,9,131,470,20,56,0,0,0,0,250,3,0
447,0,400,950,125,0,0,113,43,579,275,680,204,182,110,9,176,471,20,60,0,0,0,0,250,8,0
448,0,400,1100,160,0,0,115,54,621,286,730,270,149,120,367,274,472,20,63,0,0,0,0,300,9,0
449,0,450,1200,350,0,0,130,223,760,362,1025,403,172,150,367,2369,473,0,73,0,0,0,0,400,11,0
451,0,0,0,150,0,0,80,58,332,204,322,232,67,90,181,76,401,0,60,0,0,0,0,10,0,0
452,0,0,0,160,0,0,88,66,367,223,429,260,75,90,182,91,402,0,60,0,0,0,0,10,0,0
453,0,0,0,170,0,0,100,77,422,252,664,305,87,90,183,119,403,0,60,0,0,0,0,10,0,0
454,0,0,0,180,0,0,108,79,460,273,750,336,95,90,184,128,404,0,60,0,0,0,0,10,0,0
455,0,0,0,186,0,0,120,82,517,304,890,384,109,90,185,144,405,0,60,0,0,0,0,10,0,0
456,0,0,0,192,0,0,128,83,556,325,991,417,118,90,186,153,406,0,60,0,0,0,0,10,0,0
457,0,0,0,198,0,0,140,86,615,358,1154,469,132,90,186,170,407,0,60,0,0,0,0,10,0,0
461,0,200,480,450,0,0,86,70,473,195,395,278,129,95,122,427,367,0,60,0,0,0,0,200,10,830
462,0,206,491,460,0,0,84,27,350,191,205,216,126,95,122,60,363,0,60,0,0,0,0,200,7,0
463,0,212,503,470,0,0,84,27,384,191,256,180,126,95,122,66,363,0,60,0,0,0,0,200,1,0
464,0,218,514,480,0,0,84,27,384,191,256,180,126,95,122,67,363,0,60,0,0,0,0,200,1,0
465,0,224,526,490,0,0,94,32,434,211,293,208,142,95,122,74,0,0,60,0,0,0,0,200,1,0
466,0,230,537,500,0,0,104,35,484,231,331,237,158,95,122,79,0,0,60,0,0,0,0,200,1,0
467,0,236,548,510,0,0,114,36,536,252,371,267,175,95,122,85,0,0,60,0,0,0,0,200,1,0
471,0,210,499,137,1091,0,78,25,323,180,188,197,117,85,140,58,411,0,60,0,0,0,0,1200,7,430
472,0,216,510,143,1091,0,86,28,358,195,211,222,129,86,140,62,411,0,60,0,0,0,0,1200,7,460
473,0,222,522,149,1091,0,98,33,413,219,246,263,148,87,140,67,412,0,60,0,0,0,0,1200,7,490
474,0,228,533,155,1091,0,106,35,450,235,271,291,161,88,140,72,412,0,60,0,0,0,0,1200,7,520
475,0,234,545,161,1091,0,118,36,507,261,310,336,181,89,140,78,413,0,60,0,0,0,0,1200,7,550
476,0,240,556,167,1091,0,126,37,546,278,337,366,195,90,140,83,413,0,60,0,0,0,0,1200,7,580
477,0,246,567,173,1091,0,136,38,595,300,371,406,213,91,140,88,280,0,60,0,0,0,0,1200,7,600
478,0,252,579,179,1091,0,146,40,645,323,407,446,231,92,140,95,281,0,60,0,0,0,0,1200,7,620
479,0,258,590,185,1091,0,156,41,696,346,443,488,250,91,140,101,414,0,60,0,0,0,0,1200,7,650
480,0,264,602,191,1091,0,166,42,748,370,481,532,269,91,140,107,414,0,60,0,0,0,0,1200,7,670
481,0,235,670,142,1010,0,82,26,413,187,199,140,123,105,141,65,411,0,60,0,0,0,0,230,4,430
482,0,241,682,148,1010,0,88,29,445,199,216,153,132,106,141,69,411,0,60,0,0,0,0,230,4,460
483,0,247,694,154,1010,0,102,35,523,227,259,185,155,107,141,78,412,0,60,0,0,0,0,230,4,490
484,0,253,706,160,1010,305,108,35,557,239,278,199,165,108,141,80,412,0,60,0,0,0,0,230,4,520
485,0,259,718,166,1010,305,122,37,638,269,323,234,188,109,141,89,413,0,60,0,0,0,0,230,4,550
486,0,265,730,172,1010,305,128,38,673,282,344,249,199,110,141,93,413,0,60,0,0,0,0,230,4,580
487,0,271,742,178,1010,305,138,39,733,305,378,276,217,111,141,100,280,0,60,0,0,0,0,230,4,600
488,0,277,754,184,1010,305,148,40,794,327,414,303,235,112,141,105,281,0,60,0,0,0,0,230,4,620
489,0,283,766,190,1010,305,158,41,856,351,451,331,254,111,141,112,414,0,60,0,0,0,0,230,4,650
490,0,289,778,196,1010,305,168,42,919,375,489,360,273,111,141,118,414,0,60,0,0,0,0,230,4,670
491,0,230,537,135,1046,0,76,24,353,176,216,151,114,90,142,61,411,0,60,0,0,0,0,1600,6,430
492,0,236,548,141,1046,0,83,27,388,189,240,168,124,91,142,65,411,0,60,0,0,0,0,1600,6,460
493,0,242,560,147,1046,0,96,33,454,215,285,203,145,92,142,73,412,0,60,0,0,0,0,1600,6,490
494,0,248,571,153,1046,0,103,35,490,229,311,222,156,93,142,77,412,0,60,0,0,0,0,1600,6,520
495,0,254,583,159,1046,0,116,36,559,256,360,260,178,94,142,85,413,0,60,0,0,0,0,1600,6,550
496,0,260,594,165,1046,0,123,37,597,271,388,281,190,95,142,89,413,0,60,0,0,0,0,1600,6,580
497,0,266,605,171,1046,0,133,38,652,293,429,312,208,96,141,95,280,0,60,0,0,0,0,1600,6,600
498,0,272,617,177,1046,0,143,39,708,316,470,344,226,97,141,102,281,0,60,0,0,0,0,1600,6,620
499,0,278,628,183,1046,0,153,40,765,339,513,376,244,94,142,108,414,0,60,0,0,0,0,1600,6,650
500,0,284,640,189,1046,0,163,41,822,363,558,410,264,95,142,114,414,0,60,0,0,0,0,1600,6,670
501,0,300,650,120,0,0,150,40,764,332,474,347,239,100,300,102,560,0,60,0,0,0,0,230,3,500
502,0,300,650,120,0,0,153,31,734,440,507,321,233,100,300,101,0,0,60,0,0,0,0,230,4,500
503,0,300,650,120,0,0,165,35,804,476,561,356,256,100,300,113,0,0,60,0,0,0,0,230,4,500
506,0,350,750,50,0,0,135,7,434,586,235,473,172,90,302,53,0,0,60,0,0,0,0,240,4,220
507,0,350,750,50,0,0,148,10,487,643,265,535,191,90,302,60,0,0,60,0,0,0,0,240,4,220
508,0,350,750,50,0,0,160,12,537,697,294,594,210,90,302,66,0,0,60,0,0,0,0,240,4,220
511,0,250,550,100,0,0,151,40,812,334,425,311,241,100,294,100,561,0,60,0,0,0,0,240,4,200
512,0,250,550,150,0,0,152,59,852,337,697,511,243,100,294,176,562,0,60,0,0,0,0,240,9,250
516,0,300,650,180,0,0,153,40,825,339,432,317,244,115,293,104,563,0,60,0,0,0,0,240,4,0
517,0,300,650,240,0,0,154,59,865,341,709,520,246,125,293,187,564,0,60,0,0,0,0,240,9,0
521,0,100,120,170,0,0,155,40,793,344,495,363,248,100,301,85,565,0,60,0,0,0,0,220,3,550
526,0,240,530,170,0,0,156,41,696,346,610,448,250,100,300,105,566,0,60,0,0,0,0,220,2,250
527,0,270,590,50,0,0,150,8,522,651,270,544,194,90,302,59,0,0,60,0,0,0,0,230,3,100
529,0,300,650,170,0,0,157,41,850,348,447,328,252,110,296,108,567,0,60,0,0,0,0,230,4,250
536,0,400,850,120,1039,0,158,41,776,351,564,414,254,110,292,122,568,0,60,0,0,0,0,310,1,0
537,0,400,850,150,1104,0,159,48,852,353,682,501,256,110,292,154,569,0,60,0,0,0,0,320,8,0
538,0,400,850,140,1105,0,160,60,903,355,745,548,258,110,292,214,570,0,60,0,0,0,0,310,9,0
539,0,420,890,110,1106,0,165,98,980,367,895,659,267,110,292,909,577,0,60,0,0,0,0,330,10,0
540,0,450,950,130,1107,0,170,247,1033,379,931,686,277,110,292,2591,583,0,60,0,0,0,0,340,11,0
542,0,300,650,110,1108,0,160,41,787,355,573,421,258,100,297,113,571,0,60,0,0,0,0,260,1,0
543,0,300,650,130,1025,0,161,41,875,358,462,340,260,100,297,109,572,0,60,0,0,0,0,270,4,0
544,0,300,650,120,1109,0,162,60,917,360,757,557,262,100,297,195,573,0,60,0,0,0,0,270,9,0
545,0,300,650,120,1110,0,163,41,887,363,470,346,264,110,297,110,574,0,60,0,0,0,0,260,4,0
548,0,300,650,110,1111,0,164,41,828,365,562,414,265,90,291,110,575,0,60,0,0,0,0,1500,6,0
549,0,300,650,100,1111,0,175,100,1049,392,967,714,287,100,291,814,584,0,60,0,0,0,0,2000,10,0
553,0,200,450,100,1101,0,165,41,743,367,477,527,267,100,295,94,576,0,60,0,0,0,0,1500,7,0
554,0,220,490,100,1102,0,166,42,748,370,481,532,269,100,295,97,578,0,60,0,0,0,0,1600,7,0
555,0,210,470,110,1103,0,167,49,901,372,727,536,271,100,295,134,579,0,60,0,0,0,0,1700,8,0
558,0,300,650,220,143,0,178,43,983,399,528,390,293,120,298,120,0,0,60,0,0,0,0,270,4,0
559,0,310,670,250,145,0,179,51,977,401,797,590,295,122,298,160,0,0,60,0,0,0,0,270,8,0
560,0,320,690,280,1112,0,180,253,1105,404,1004,743,297,125,298,2300,585,0,60,0,0,0,0,270,11,0
565,0,200,600,200,1113,0,140,30,551,402,391,662,256,80,299,104,0,0,60,0,0,0,0,1100,7,330
566,0,200,600,200,1114,0,145,37,575,438,410,691,267,80,299,123,0,0,60,0,0,0,0,1200,7,330
571,0,300,650,200,1082,0,147,29,697,422,501,469,271,100,303,120,0,0,60,0,0,0,0,1300,1,400
572,0,300,650,190,1075,0,157,35,754,476,548,509,293,100,303,145,0,0,60,0,0,0,0,220,1,450
574,0,300,800,150,1111,0,168,42,777,375,611,450,273,110,379,119,580,40,25,0,0,0,0,1400,5,0
575,0,300,800,150,1111,0,169,42,858,377,585,431,275,110,380,124,581,40,25,0,0,0,0,1600,6,0
576,0,300,800,150,1111,0,170,61,969,379,807,595,277,110,381,213,582,40,25,0,0,0,0,1800,9,0
601,0,280,650,195,1036,0,100,20,423,230,200,231,151,105,131,5000,367,0,60,0,0,0,0,250,1,0
602,0,280,650,195,1036,0,100,20,423,230,200,231,151,105,131,7000,367,0,60,0,0,0,0,250,1,0
603,0,280,650,195,1036,0,100,20,423,230,200,231,151,105,131,9000,367,0,60,0,0,0,0,250,1,0
604,0,280,650,195,1036,0,100,20,423,230,200,231,151,105,131,12000,367,0,60,0,0,0,0,250,1,0
605,0,280,650,195,1036,0,100,20,423,230,200,231,151,105,131,15000,367,0,60,0,0,0,0,250,1,0
607,0,400,850,70,0,0,35,1,1,1,151,96,1,100,92,171,475,0,60,0,0,0,0,220,1,0
608,0,400,850,70,0,0,40,1,1,1,149,97,1,100,92,182,476,0,60,0,0,0,0,220,1,0
609,0,400,850,70,0,0,45,1,1,1,167,110,1,100,92,186,477,0,60,0,0,0,0,220,1,0
610,0,400,850,70,0,0,50,1,1,1,164,110,1,100,92,195,478,0,60,0,0,0,0,220,1,0
611,0,400,850,70,0,0,55,1,1,1,163,115,1,100,92,206,479,0,60,0,0,0,0,220,1,0
612,0,400,850,70,0,0,60,1,1,1,163,111,1,100,92,210,480,0,60,0,0,0,0,220,1,0
613,0,400,850,70,0,0,65,1,1,1,184,126,1,100,92,221,481,0,60,0,0,0,0,220,1,0
614,0,400,850,70,0,0,70,1,1,1,197,136,1,100,92,232,482,0,60,0,0,0,0,220,1,0
615,0,400,850,70,0,0,75,1,1,1,208,145,1,100,92,236,483,0,60,0,0,0,0,220,1,0
616,0,400,850,70,0,0,80,1,1,1,218,152,1,100,92,247,484,0,60,0,0,0,0,220,1,0
617,0,400,850,70,0,0,85,1,1,1,234,164,1,100,92,259,485,0,60,0,0,0,0,220,1,0
618,0,400,850,70,0,0,90,1,1,1,222,157,1,100,92,264,486,0,60,0,0,0,0,220,1,0
619,0,450,950,350,1003,302,50,37,269,159,178,109,61,90,274,313,487,0,60,0,0,0,0,300,10,0
620,0,450,950,350,135,0,70,55,380,201,250,159,86,90,274,348,488,0,60,0,0,0,0,300,10,0
621,0,450,950,350,0,0,90,74,497,245,446,214,112,90,274,503,489,0,60,0,0,0,0,300,10,0
622,0,450,950,250,0,0,40,37,215,139,145,87,49,95,275,299,490,0,60,0,0,0,0,300,10,0
623,0,450,950,250,0,0,50,37,269,159,178,109,61,95,275,313,491,0,60,0,0,0,0,300,10,0
624,0,450,950,300,1032,0,60,46,324,179,213,133,73,95,275,328,492,0,60,0,0,0,0,300,10,0
625,0,450,950,300,1032,0,70,55,380,201,250,159,86,95,275,348,493,0,60,0,0,0,0,300,10,0
626,0,450,950,300,0,0,80,64,438,223,319,186,99,95,275,401,494,0,60,0,0,0,0,300,10,0
627,0,450,950,300,0,0,90,74,497,245,446,214,112,95,275,503,495,0,60,0,0,0,0,300,10,0
628,0,500,1050,350,0,0,50,84,274,170,190,133,61,90,276,972,496,0,60,0,0,0,0,300,10,0
629,0,500,1050,400,1116,0,70,127,387,214,266,191,86,90,276,1103,497,0,60,0,0,0,0,300,10,0
630,0,500,1050,450,0,0,90,177,506,260,472,256,112,90,276,1646,498,0,60,0,0,0,0,300,10,0
631,0,300,770,130,1091,0,120,37,593,265,356,257,185,105,339,89,660,0,60,0,0,0,0,500,3,400
632,0,300,770,130,1010,305,123,37,610,271,368,266,190,106,339,90,661,0,60,0,0,0,0,500,3,400
633,0,300,700,130,1046,0,126,37,627,278,379,275,195,109,340,90,662,0,60,0,0,0,0,500,3,400
634,0,300,770,130,1046,0,129,38,679,284,347,252,201,108,340,95,663,0,60,0,0,0,0,300,4,400
635,0,250,780,200,0,0,122,37,604,269,364,263,188,107,341,88,664,0,60,0,0,0,0,300,3,450
636,0,250,780,225,0,0,125,37,621,276,375,272,194,107,341,90,665,0,60,0,0,0,0,300,3,450
637,0,250,780,228,0,0,128,38,638,282,387,280,199,108,342,92,666,0,60,0,0,0,0,300,3,450
638,0,250,780,230,0,0,131,38,691,289,354,257,204,109,342,94,667,0,60,0,0,0,0,300,4,450
639,0,300,770,150,1076,0,130,45,677,287,526,382,202,108,343,125,668,0,60,0,0,0,0,600,8,380
640,0,300,770,150,1076,0,134,46,700,296,547,398,210,108,343,129,669,0,60,0,0,0,0,600,8,380
641,0,300,770,150,1076,0,135,46,706,298,552,402,211,108,344,129,670,0,60,0,0,0,0,600,8,380
642,0,300,770,150,1076,0,138,46,724,305,568,414,217,108,344,131,671,0,60,0,0,0,0,600,8,380
643,0,300,770,155,1131,0,133,38,666,293,406,295,208,106,345,96,672,0,60,0,0,0,0,300,3,330
644,0,300,770,155,1131,0,136,38,683,300,418,304,213,106,345,97,673,0,60,0,0,0,0,300,3,330
645,0,300,770,155,1131,0,139,39,739,307,382,278,219,106,345,100,674,0,60,0,0,0,0,300,4,330
646,0,300,770,270,117,0,141,39,751,311,389,284,222,107,346,101,675,0,60,0,0,0,0,300,4,590
647,0,300,770,270,119,0,146,40,782,323,407,298,231,108,346,105,676,0,60,0,0,0,0,300,4,590
648,0,300,800,220,0,0,142,39,757,314,393,287,224,107,347,103,677,0,60,0,0,0,0,300,4,480
649,0,300,800,240,0,0,145,47,766,320,605,442,230,107,347,138,678,0,60,0,0,0,0,300,8,480
650,0,300,800,250,0,0,147,40,788,325,410,300,233,107,347,106,679,0,60,0,0,0,0,300,4,480
651,0,100,600,130,1093,0,149,58,832,330,679,497,237,108,348,164,680,0,60,0,0,0,0,900,9,900
652,0,100,600,130,1093,0,152,59,852,337,697,511,243,109,348,169,681,0,60,0,0,0,0,900,9,900
653,0,450,850,650,0,0,159,97,939,353,852,626,256,108,349,882,682,0,60,0,0,0,0,300,10,1100
654,0,450,850,140,1130,0,157,97,925,348,838,616,252,112,350,876,683,0,60,0,0,0,0,300,10,270
655,0,450,670,190,446,0,165,98,980,367,895,659,267,115,351,838,684,0,60,0,0,0,0,300,10,400
656,0,450,670,550,1055,0,167,246,1012,372,909,670,271,108,352,2269,685,0,60,0,0,0,0,300,11,950
657,0,300,850,90,0,0,158,41,707,351,620,455,254,107,354,118,686,0,60,0,0,0,0,300,2,200
658,0,300,800,90,1010,305,159,41,712,353,625,459,256,105,354,117,687,0,60,0,0,0,0,300,2,300
659,0,300,800,250,0,0,159,300,712,353,625,459,256,10,353,505,688,0,0,0,0,0,0,300,2,400
660,0,400,1000,350,0,0,100,16200,776,223,316,203,151,108,277,600,648,0,60,0,0,0,0,300,11,600
661,0,400,1000,350,0,0,100,16200,776,223,316,203,151,108,280,600,648,0,60,0,0,0,0,300,11,600
662,0,0,0,100,0,0,100,40,0,223,253,270,120,0,278,20,0,0,0,0,0,0,0,0,7,0
663,0,400,1000,150,0,0,100,20,20,223,253,270,151,105,279,20,0,0,0,0,0,0,0,300,7,350
665,0,400,1000,350,0,0,120,17730,949,265,396,257,185,108,277,600,649,0,60,0,0,0,0,300,11,600
666,0,400,1000,350,0,0,120,17730,949,265,396,257,185,108,280,600,649,0,60,0,0,0,0,300,11,600
667,0,0,0,100,0,0,120,40,0,265,317,343,150,0,278,20,0,0,0,0,0,0,0,0,7,0
668,0,400,1000,150,0,0,120,20,20,265,317,343,185,105,279,20,0,0,0,0,0,0,0,300,7,350
671,0,400,1000,350,0,0,150,26100,1222,527,474,347,239,108,277,600,650,0,60,0,0,0,0,300,11,600
672,0,400,1000,350,0,0,150,26100,1222,527,474,347,239,108,280,600,650,0,60,0,0,0,0,300,11,600
673,0,0,0,100,0,0,150,40,0,421,463,670,200,0,278,20,0,0,0,0,0,0,0,0,7,0
674,0,400,1000,150,0,0,150,20,20,332,421,463,256,105,279,20,0,0,0,0,0,0,0,300,7,350
676,0,400,1000,350,0,0,100,17730,949,223,316,203,151,108,277,600,0,0,60,0,0,0,0,300,11,600
677,0,400,1000,350,0,0,100,17730,949,223,316,203,151,108,280,600,0,0,60,0,0,0,0,300,11,600
678,0,0,0,100,0,0,100,40,0,223,253,270,120,0,278,20,0,0,0,0,0,0,0,0,7,0
679,0,400,1000,150,0,0,100,20,20,223,253,270,151,105,279,20,0,0,0,0,0,0,0,300,7,350
680,0,200,450,120,1076,0,151,40,770,334,478,350,241,105,41,158,533,0,60,0,0,0,0,250,3,400
681,0,200,450,122,1076,0,155,40,793,344,495,363,248,105,41,160,534,0,60,0,0,0,0,252,3,402
682,0,200,450,124,1076,0,159,41,817,353,511,376,256,105,41,165,535,0,60,0,0,0,0,254,3,404
683,0,200,450,126,1076,0,163,41,840,363,528,389,264,105,41,167,536,0,60,0,0,0,0,256,3,406
684,0,200,450,128,1076,0,167,42,864,372,546,402,271,105,41,172,537,0,60,0,0,0,0,258,3,408
685,0,200,450,130,1076,0,171,42,889,382,563,415,279,105,41,174,538,0,60,0,0,0,0,260,3,410
686,0,200,450,132,1076,0,175,42,913,392,580,429,287,105,41,177,539,0,60,0,0,0,0,262,3,412
687,0,200,450,134,1076,0,179,43,937,401,598,442,295,105,41,181,540,0,60,0,0,0,0,264,3,414
688,0,200,450,136,1076,0,183,43,962,411,616,456,303,105,41,184,541,0,60,0,0,0,0,266,3,416
689,0,200,450,138,1076,0,187,44,987,421,634,470,311,105,41,189,542,0,60,0,0,0,0,268,3,418
690,0,200,450,140,1076,0,191,44,1011,431,652,484,319,105,41,191,543,0,60,0,0,0,0,270,3,420
691,0,200,450,142,1076,0,195,44,1036,442,670,498,327,105,41,193,544,0,60,0,0,0,0,272,3,422
692,0,200,450,144,1076,0,199,45,1062,452,689,512,335,105,41,199,545,0,60,0,0,0,0,274,3,424
694,0,400,1000,350,0,0,150,78300,1722,527,574,407,239,108,277,600,650,0,60,0,0,0,0,300,11,600
695,0,400,1000,350,0,0,150,78300,1722,527,574,407,239,108,280,600,650,0,60,0,0,0,0,300,11,600
696,0,0,0,100,0,0,150,40,0,421,463,670,200,0,278,20,0,0,0,0,0,0,0,0,7,0
697,0,400,1000,150,0,0,150,20,20,332,421,463,256,105,279,20,0,0,0,0,0,0,0,300,7,350
701,0,160,250,110,0,0,1,73,1,1,200,200,300,110,31,0,0,0,0,0,0,0,0,0,1,0
702,0,160,250,130,0,0,40,19,1,1,200,200,300,108,32,0,0,0,0,0,0,0,0,0,1,0
703,0,160,250,200,0,0,90,80,328,262,340,300,400,106,33,0,0,0,0,0,0,0,0,0,1,0
704,0,160,250,130,0,0,60,29,1,1,200,200,300,104,34,0,0,0,0,0,0,0,0,0,1,0
705,0,160,250,130,0,0,136,38,1,1,200,200,300,102,35,0,0,0,0,0,0,0,0,0,1,0
706,0,160,250,130,0,0,90,23,1,1,200,200,300,100,31,0,0,0,0,0,0,0,0,0,1,0
707,0,160,250,130,0,0,90,23,1,1,200,200,300,98,31,0,0,0,0,0,0,0,0,0,1,0
708,0,160,250,130,0,0,90,23,1,1,200,200,300,96,31,0,0,0,0,0,0,0,0,0,1,0
709,0,160,250,130,0,0,90,23,1,1,200,200,300,94,31,0,0,0,0,0,0,0,0,0,1,0
710,0,160,250,130,0,0,90,23,1,1,200,200,300,92,31,0,0,0,0,0,0,0,0,0,1,0
711,0,200,450,150,1076,0,19,13,80,80,49,42,37,90,36,54,500,0,60,0,0,0,0,800,7,300
712,0,200,450,152,1076,0,23,13,95,86,56,51,41,90,36,60,501,0,60,0,0,0,0,830,7,302
713,0,200,450,154,1076,0,27,13,111,92,64,59,46,90,36,64,502,0,60,0,0,0,0,860,7,304
714,0,200,450,156,1076,0,31,13,127,98,72,68,51,90,36,71,503,0,60,0,0,0,0,890,7,306
715,0,200,450,158,1076,0,35,13,142,104,81,77,56,90,36,75,504,0,60,0,0,0,0,920,7,308
716,0,200,450,160,1076,0,39,14,158,111,89,87,61,90,36,84,505,0,60,0,0,0,0,950,7,310
717,0,200,450,162,1076,0,43,14,174,117,98,97,67,90,37,89,506,0,60,0,0,0,0,980,7,312
718,0,200,450,164,1076,0,47,14,191,124,108,107,72,90,37,97,507,0,60,0,0,0,0,1010,7,314
719,0,200,450,166,1076,0,51,14,207,131,117,117,78,90,37,104,508,0,60,0,0,0,0,1040,7,316
720,0,200,450,168,1076,0,55,16,224,138,127,128,83,90,37,112,509,0,60,0,0,0,0,1070,7,318
